ICD1_Iris,中文診斷
C798,骨盆腔轉移性腫瘤
C798,腹腔內轉移癌
C798,軀幹轉移癌
C798,主動脈侵犯
C798,腹腔內轉移性癌
C798,腹腔外侵犯
C798,轉移性頭頸部惡性腫瘤
C798,腹腔多處轉移
C798,腹腔多處轉移癌
C798,腹腔多發性轉移性癌症
C798,結節外實體器官淋巴惡性腫瘤
C798,腹腔侵犯
C798,腹腔原發不明惡性腫瘤
C798,外陰轉移
C798,主動脈弓轉移
C798,喉頭軟骨轉移
C798,侵犯舌部
C798,副甲狀腺轉移
C798,腹腔腫瘤轉移
C798,骨盆腔轉移
C798,腹腔內轉移性腺癌
C798,腹腔內轉移性腺炎
C798,腹內轉移
C798,多發性內臟轉移
C798,胸部轉移
C798,鼠蹊原發不明轉移性癌
C798,胸部轉移性惡性腫瘤
C798,下腸繫膜動脈侵犯
C798,頜下腺轉移
C798,原發不明之頸部惡性腫瘤
C798,瀰漫性腹腔內轉移
C798,腹內轉移癌
C798,心肌轉移
C798,頸轉移性惡性腫瘤
C798,腹內轉移性癌症
C798,骨盤腔轉移
C798,臉頰轉移
C798,上腸系膜靜脈侵犯
C798,腹腔內腫瘤轉移
C798,心室轉移
C798,腹內轉移性腺癌
C798,腹腔內癌症轉移
C798,口腔擴散
C798,子宮轉移
C798,腹腔內擴散
C798,腹腔內擴散性腺癌
C798,口腔轉移
C798,腹腔內轉移
C798,口腔轉移性惡性纖維組織球瘤
C798,上腸系膜動脈侵犯
C798,腹內轉移性腫瘤
C798,腹腔內轉移性惡性腫瘤
C798,下巴轉移
C798,心肺轉移
C798,鎖骨下動脈侵犯
C798,腰大肌轉移
C798,背部轉移
C798,背部轉移性腺癌
C798,頭部轉移
C798,右心室主動脈轉移
C798,頭部轉移性上皮癌
C798,頭部轉移癌
C798,橫膈轉移
C798,橫膈轉移性腺癌
C798,頭部續發性惡性腫瘤
C798,胸腔轉移
C798,下腔大靜脈侵犯
C798,咽喉轉移
C798,頸部腫瘤轉移
C798,咽喉轉移性腫瘤
C798,下腔靜脈侵犯
C798,門靜脈轉移
C798,廣泛性內臟轉移
C798,大血管侵犯
C798,門靜脈侵犯
C798,軟顎轉移
C798,門靜脈血管侵犯
C798,幽門靜脈轉移
C798,轉移性腹壁腺癌
C798,門腦血管轉移
C798,胸腹轉移
C798,硬顎轉移
C798,胸腔轉移性癌
C798,臀部轉移
C798,血液轉移
C798,右心房轉移
C798,胸腔前壁轉移
C798,背肌轉移
C798,頸部侵犯
C798,下頷腺轉移
C798,右心房侵犯
C798,轉移性生殖細胞癌
C798,轉移性惡性組織纖維瘤
C798,臂轉移腫瘤
C798,頸部原發性轉移癌
C798,轉移性左心房血栓
C798,內臟轉移
C798,原發處不明骨盆腔腺癌
C798,橫膈膜轉移
C798,神經血管侵犯
C798,腦血管侵犯
C798,原發處不明腹腔腫瘤
C798,轉移性惡性單發性纖維瘤
C798,轉移性心包膜癌
C798,頭部惡性轉移腫瘤
C798,橫隔膜轉移
C798,轉移性心包膜積水
C798,橫膈侵犯
C798,背部軟組織轉移
C798,轉移性心包膜炎
C798,橫膈膜侵犯
C798,髖轉移
C798,橫隔膜侵犯
C798,胸腔侵犯
C798,肺靜脈轉移
C798,門脈轉移
C798,顏面續發性惡性腫瘤
C798,胸膜轉移
C798,原發部位不明之腹內腫瘤
C798,降主動脈轉移
C798,髖部惡性紡錘細胞癌轉移
C798,子宮內膜轉移
C798,原發部位不明惡性頸部腫瘤
C798,肝靜脈侵犯
C798,子宮侵犯
C798,原發部位不明之頸部轉移癌
C798,頭頸部不明部位轉移癌
C798,頸轉移癌
C798,食道血管侵犯
C798,肝靜脈轉移
C798,顎部侵犯
C798,其他特定部位續發性惡性腫瘤
C798,脾靜脈侵犯
C798,胸廓轉移
C798,大胸轉移
C798,胸腺轉移
C798,頸部軟組織侵犯
C798,後咽侵犯
C798,後穹窿轉移
C798,扁桃腺轉移
C798,肺主動脈轉移
C798,大動脈轉移
C798,頸轉移性腺癌
C798,虹膜轉移
C798,胸壁侵犯
C798,不明原因之腹腔轉移癌
C798,軟組織轉移
C798,原發部位不明頭頸癌
C798,廣泛性腹內轉移
C798,門脈侵犯
C798,門脈血管侵犯
C798,原發部位不明頸部轉移癌
C798,顏面多處轉移
C798,胸轉移
C798,臟器轉移
C798,轉移性腹腔癌
C798,下腔靜脈轉移
C798,頸部惡性轉移性腫瘤
C798,顏面轉移
C798,胸壁轉移癌
C798,臟癌
C798,胸壁轉移性鱗狀上皮癌
C798,大血管轉移
C798,胸壁轉移性癌
C798,胸壁轉移性腫瘤
C798,胸壁轉移性惡性腫瘤
C798,胸壁轉移
C798,頭頸部原發位置不明惡性腫瘤
C798,頭頸部原位不明癌
C798,心臟轉移
C798,轉移性前胸壁腫瘤
C798,原發部位不明之胸壁惡性腫瘤
C798,轉移性腹腔腺癌
C798,額部轉移
C798,頸部原發部位未明之扁平鱗狀上皮癌
C798,血管侵犯
C798,上腸繫膜靜脈侵犯
C798,肌肉侵犯
C798,頸動脈侵犯
C798,攝護腺侵犯
C798,下咽部轉移
C798,皮下結節侵犯
C798,肝門靜脈轉移
C798,下咽轉移
C798,轉移性頸部癌
C798,轉移性頸部腫瘤
C798,轉移性頸部惡性腫瘤
C798,左心房轉移
C798,陰囊轉移
C798,鼻部轉移
C798,轉移性靜脈炎
C798,鼻翼轉移
C798,腦下垂体轉移
C798,皮下組織轉移
C798,上肢轉移
C798,頭頸部轉移癌
C798,頭頸部轉移性癌症
C798,轉移性橫紋肌肉瘤
C798,陰道續發性腫瘤
C798,陰道轉移
C798,頸動脈轉移
C798,轉移性惡性心包膜積水
C798,未明示部位轉移性之腹部惡性腫瘤
C798,續發性口腔癌
C798,生殖系統轉移
C798,皮下轉移
C798,乳房轉移
C798,轉移子宮
C798,小腿轉移
C798,續發性腹腔癌
C798,心血管轉移
C798,腫瘤侵犯頸部血管
C798,心肝轉移
C798,頸部轉移性惡性腫瘤
C798,鼻咽轉移
C798,腰肌轉移
C798,會陰轉移
C798,心瓣膜轉移
C798,腳轉移
C798,上腔靜脈侵犯
C798,腰部轉移
C798,舌頭轉移
C798,腔靜脈轉移
C798,轉移舌
C798,續發性肉瘤
C798,舌轉移
C798,轉移血癌
C798,心肺侵犯
C798,鼻部侵犯
C798,肝門靜脈侵犯
C798,頭頸轉移
C798,週邊組織轉移
C798,腮腺轉移
C798,腮腺侵犯
C798,攝護腺轉移
C798,皮下軟組織轉移
C798,原發位置不明之腹部鱗狀細胞癌
C798,頸部轉移
C798,甲狀腺轉移
C798,甲狀腺轉移性鱗狀上皮細胞惡性腫瘤
C798,股靜脈轉移阻塞
C798,轉移性腹腔惡性腫瘤
C798,陰莖轉移
C798,包膜轉移
C798,肩轉移
C798,多器官侵犯
C798,轉移性腹腔內腺體細胞癌
C798,未明示原發部位腹腔惡性腫瘤
C798,唇轉移
C798,下頷轉移
C798,瀰散性腹部轉移
C798,下頷轉移性腫瘤
C798,中樞性轉移
C798,心房侵犯
C798,轉移性惡性神經內分泌癌
C798,頸部癌症轉移
C798,轉移性腮腺癌
C798,轉移性腹腔內癌
C798,頸部上皮細胞轉移癌
C798,足轉移
C798,頸部血管轉移
C798,輸卵管轉移
C798,肝內靜脈侵犯
C798,血管轉移
C798,生殖器官續發性惡性轉移
C798,血管腫瘤侵犯
C798,轉移性腹腔腫瘤
C798,心臟侵犯
C798,腋下轉移
C798,咽部轉移
C798,陰道侵犯
C798,咽喉侵犯
C798,臉皮下轉移
C800,位置不明之轉移性癌
C800,原發部位不明腫瘤
C800,原發部位不明腺型癌
C800,原發處不明
C800,原發部位不明之轉移癌
C800,原發部位不明之轉移性腺癌
C800,位置不明惡性腫瘤
C800,原發部位不明腺瘤
C800,原發部位不明惡性腫瘤
C800,原發部位不明轉移性癌
C800,原發性不明惡性腫瘤
C800,原發性不明部位轉移癌
C800,頸部原發未明癌
C800,原發部位不明轉移癌
C800,不明原發之轉移惡性腺癌
C800,不明惡性腫瘤
C800,不明原發性乳突狀細胞瘤
C800,原發位置不明分化不良癌
C800,原發處不明肝轉移
C800,原發部位不明之轉移性惡性腫瘤
C800,原發位置不明腫瘤
C800,原發部位不明轉移性腺癌
C800,原發部位不明惡性分化不良癌
C800,原發位置不明癌
C800,轉移性原發末明癌病
C800,原發部位不明之惡性轉移性腺癌
C800,惡性原發不明腫瘤
C800,原發部位不明
C800,不明部位惡性腫瘤
C800,惡性原發不明癌
C800,不明起源轉移性癌症
C800,原發部位不明癌
C800,不明原發之轉移惡性腫瘤
C800,不明原發之轉移性肉瘤
C800,原發部位不明癌症
C800,原發部位不明轉移性腫瘤
C800,轉移性原發性不明癌
C800,不明部位癌症
C800,不明原發轉移性腫瘤
C800,原發處未明之腺癌
C800,不明原發之腺癌
C800,原發處未明
C800,原發部位不明之腦轉移癌
C800,不明原發轉移性惡性腫瘤
C800,原發處不明轉移性肝腺瘤
C800,不明原發之惡性腫瘤
C800,不明部位轉移性鱗狀上皮細胞癌
C800,不明部位轉移性癌症
C800,不明原發性的移轉性腺癌
C800,原發性不明腫瘤
C800,不明原發性癌
C800,原發部位不明轉移性上皮癌
C800,原發部位不明之惡性腺瘤
C800,原發部位不明之惡性腫瘤
C800,原發部位不明腺癌
C800,不明原發部位之惡性腫瘤
C800,原發性病灶未明
C800,原發性不明腺癌
C800,惡性不明原因轉移癌
C800,轉移性原發部位不明惡性腺癌
C800,原發性不明癌
C800,原發部位不明之惡性腺癌
C800,原發部位不明之鱗狀細胞癌
C800,不明轉移腫瘤
C800,不明來源轉移性未分化癌
C800,不明來源癌
C800,原發不明癌症
C800,轉移不明癌
C800,原發不明癌
C800,原發不明腺癌
C800,不明來源惡性腫瘤
C800,不明來源之多發性轉移癌
C800,轉移性不明惡性癌
C800,不明轉移癌
C800,原發不明腺瘤
C800,不明轉移腺癌
C800,原位不明之未分化惡性腫瘤
C800,原位不明轉移癌
C800,不明癌症
C800,轉移性不明癌
C800,惡性腫瘤部位不明
C800,原因不明惡性腫瘤
C800,原發不明惡性腫瘤
C800,原發不明未分化型上皮癌
C800,部位不明之惡性腫瘤
C800,原發不明之腺癌惡性腫瘤
C800,原發不明之腫瘤
C800,部位不明之癌
C800,未明確來源多重擴散之腫瘤
C800,原發不明之惡性腫瘤
C800,原發不明之神經內分泌腫瘤
C800,不明原因惡性轉移癌
C800,不明原因惡性腫瘤
C800,未明原發性腫瘤
C800,遠方不明轉移癌
C800,不明來源轉移性腺癌
C800,原發不明鱗狀上皮癌
C800,來源不明癌
C800,不明原位轉移癌
C800,原發位置不明之惡性腫瘤
C800,原發位置不明上皮細胞癌
C800,來源不明性腺癌
C800,不明腺癌
C800,原發未明轉移癌
C800,原發未明惡性腫瘤
C800,原發未明之癌症
C800,原位不明癌
C800,原發不明轉移癌
C800,原位不明腺癌
C800,原發不明轉移腺癌
C800,不明癌末期
C800,不明性惡性腫瘤
C800,原發不明轉移腫瘤
C800,不明原因癌
C800,不明癌
C800,原發不明轉移性上皮癌
C800,原發不明轉移性惡性腫瘤
C809,原發性惡性腫瘤
C809,原發性腺癌
C809,轉移性惡性平滑肌肉瘤
C809,多發轉移
C809,癌病惡液質
C809,血行轉移
C809,鱗狀上皮癌
C809,多發轉移癌
C809,鱗狀表皮細胞癌
C809,惡性色素瘤
C809,原發性腫瘤轉移
C809,鱗狀細胞上皮癌
C809,續發性癌
C809,轉移性惡性肉瘤
C809,多發器官轉移
C809,多處腫瘤細胞轉移
C809,癌病惡體質
C809,腺體上皮細胞癌
C809,腺體癌
C809,轉移性基底細胞癌
C809,多發性轉移性惡性腫瘤
C809,肝外轉移
C809,多發性轉移性腫瘤
C809,續發性腺癌轉移
C809,多發性轉移腺癌
C809,多發性轉移癌
C809,轉移性移形上皮細胞癌
C809,轉移性移形上皮癌
C809,轉移性細胞癌
C809,血行性轉移
C809,癌症性天庖瘡
C809,轉移性粘液腺癌
C809,多發侵犯
C809,癌症多重轉移
C809,多發部位轉移
C809,癌症末期惡體質
C809,癌症末期惡病質
C809,轉移性扁平細胞癌
C809,癌症末期
C809,癌症
C809,鱗狀細胞癌
C809,多發遠處轉移
C809,癌病腹膜炎
C809,多發性臟器轉移
C809,移行上皮癌
C809,移型上皮細胞癌
C809,鱗狀上皮惡性腫瘤
C809,癌性淋巴炎
C809,部位未明之腺癌
C809,移轉性癌症
C809,轉移性惡性腫瘤
C809,轉移性惡性腺癌
C809,囊腺細胞惡性腫瘤
C809,惡性乳突囊狀腺瘤
C809,轉移性非分化癌
C809,變形細胞癌
C809,變形上皮癌
C809,轉移性間質細胞瘤
C809,細胞浸潤
C809,其它器官遠處轉移
C809,癌末期循環衰竭
C809,癌末惡性體質
C809,癌末併發症
C809,癌末
C809,其他轉移
C809,細胞組織惡性腫瘤
C809,細胞間質癌
C809,肺臟麟狀細胞癌
C809,細胞癌
C809,細胞轉移
C809,其他特定部位之惡性腫瘤
C809,鄺泛性癌細胞
C809,癌性淋巴腺炎
C809,轉移性急性癌
C809,癌性淋巴管病變
C809,癌性惡病質
C809,多器官侵襲癌
C809,移行性上皮細胞癌
C809,卡斯堅惡性腫瘤
C809,肝外多處轉移
C809,移行性上皮癌
C809,鱗狀上皮細胞癌
C809,移行性細胞癌
C809,移行細胞癌
C809,多器官癌細胞轉移
C809,多器官轉移
C809,移形上皮細胞癌
C809,移形上皮癌
C809,移形性細胞癌
C809,移形性腺癌
C809,瀰漫性腺癌
C809,移形性鱗狀上皮癌
C809,移形細胞癌
C809,擴散性惡性腫瘤
C809,移型細胞惡性腫瘤
C809,移型細胞癌
C809,移動性細胞上皮癌
C809,乳突狀惡性腫瘤
C809,肉瘤樣癌
C809,肉芽腫癌
C809,癌性惡體質
C809,癌性惡体質
C809,腺纖維瘤
C809,腺狀癌
C809,腺囊癌
C809,多處轉移性腫瘤
C809,轉移性病灶
C809,多處轉移性癌症
C809,多處轉移癌
C809,多部位惡性贅瘤
C809,類腺癌
C809,晚期腺型上皮癌多處轉移
C809,梭形細胞癌
C809,癌症惡體質
C809,梭狀細胞癌
C809,淋巴上皮瘤樣癌
C809,類胰島分泌副腫瘤症候群
C809,多處轉移
C809,轉移性非小細胞癌
C809,癌症惡質液
C809,癌症惡質病
C809,多重轉移
C809,多重癌轉移
C809,多重癌症
C809,癌症惡液質
C809,癌症惡病質
C809,類表皮細胞癌
C809,侵犯性紡錘狀腫瘤
C809,釉質母細胞癌
C809,器官轉移
C809,多重器官轉移性癌
C809,惡性小細胞瘤
C809,顆粒球性肉瘤
C809,類癌
C809,副腫瘤症候群
C809,多處腫瘤轉移
C809,基底細胞癌
C809,癌轉移
C809,癌惡病體質
C809,多處發生轉移癌
C809,癌惡病質體
C809,多處遠方轉移
C809,多處遠端轉移
C809,癌細胞轉移
C809,癌細胞擴散
C809,癌細胞增生
C809,多處器官侵犯
C809,多處器官轉移
C809,轉移性神經母細胞瘤
C809,患處轉移性癌
C809,惡性上皮細胞癌
C809,堅果癌
C809,惡性上皮潰爛
C809,惡性上皮瘤
C809,他處轉移
C809,癌細胞多處轉移
C809,癌細胞全身轉移
C809,癌症轉移
C809,多處侵犯
C809,癌症廣泛侵犯
C809,多處擴散
C809,副癌病症候群
C809,多重器官轉移
C809,惡性內分泌神經瘤
C809,過渡性細胞癌轉移
C809,過渡性細胞癌
C809,黏膜上皮細胞癌
C809,惡性皮纖維肉瘤
C809,腫瘤惡病質
C809,腫瘤細胞轉移
C809,黏膜癌
C809,類上皮細胞癌
C809,腺上皮癌
C809,惡性多處轉移
C809,多發性遠端轉移
C809,續發性惡性腫瘤
C809,腺狀細胞癌
C809,基底細胞惡性腫瘤
C809,腫瘤侵犯
C809,腺細胞惡性腫瘤
C809,腫瘤性惡體質
C809,腺細胞癌
C809,腫瘤伴生症候群
C809,多發性器官轉移
C809,腫瘤多處轉移
C809,腫瘤末期
C809,小藍圓細胞癌
C809,惡性肉瘤經高劑量化學治療後復發
C809,腺樣囊狀癌
C809,腺癌
C809,惡性肉瘤癌
C809,腺癌轉移
C809,多發性癌症
C809,黏液類上皮癌
C809,多發性轉移
C809,類上皮癌
C809,轉移性腫瘤
C809,過渡上皮細胞癌
C809,原索瘤
C809,癌症後期惡體質
C809,淋巴瘤轉移
C809,多發性惡性腫瘤
C809,多發性惡性腫瘤轉移
C809,惡性卡斯堅腫瘤
C809,惡性外分泌螺旋腺癌
C809,惡性巨大細胞瘤
C809,惡性巨大細胞癌
C809,惡性巨細胞瘤
C809,過度性細胞癌
C809,上皮鱗狀細胞癌
C809,多重器官侵潤
C809,促纖維小細胞惡性瘤
C809,上皮轉移性惡性腫瘤
C809,上皮癌
C809,黏液性腺癌
C809,上皮細胞癌
C809,上皮細胞惡性腫瘤
C809,黏液性囊腺癌
C809,多發性腫瘤轉移
C809,上皮移行細胞癌
C809,腹膜骨骼癌
C809,腫瘤轉移
C809,腫瘤癌
C809,多發性腺癌
C809,偽黏液腺癌
C809,多形性轉移
C809,軟組織轉移性腺癌
C809,惡性贅瘤
C809,未明示部位之惡性腫瘤
C809,全身性轉移
C809,全身性轉移癌
C809,轉移性血管肉瘤
C809,未明示部位之原發性惡性腫瘤
C809,全身侵犯
C809,惡性黏膜腫瘤
C809,神經內分泌細胞惡性腫瘤
C809,轉移惡性腫瘤
C809,惡性梭形細胞腫瘤
C809,惡性基質細胞瘤
C809,絨毛腺瘤
C809,神經內分泌細胞癌
C809,神經內分泌惡性腫瘤
C809,神經內分泌瘤
C809,惡性顆粒性細胞瘤
C809,惡性轉移
C809,全身性癌轉移
C809,全身性癌
C809,全身性惡性腫瘤
C809,轉移形細胞癌
C809,惡性細胞轉移
C809,惡性細胞癌
C809,惡性細胞瘤
C809,系統性轉移
C809,全身性腫瘤轉移
C809,未明示惡性腫瘤
C809,未明示部位轉移性惡性腫瘤
C809,惡性癌瘤
C809,惡性癌轉移
C809,未明示部位腺癌
C809,轉移細胞癌
C809,未明示部位惡性類癌
C809,未明示部位惡性腫瘤
C809,全身性癌症轉移
C809,轉移癌
C809,神經內分泌癌
C809,轉移癌末期
C809,全身轉移性惡性腫瘤
C809,全身轉移癌
C809,轉移性肉瘤
C809,惡性鱗狀上皮細胞腫瘤
C809,惡性鱗狀上皮細胞癌
C809,惡性鱗狀上皮癌
C809,惡性鱗狀細胞瘤
C809,未明示之腫瘤轉移
C809,未明示之惡性腫瘤
C809,轉移性未分化腺癌
C809,局部轉移
C809,散布性惡性腫瘤
C809,局部轉移性腺癌
C809,分化不良上皮癌
C809,惡性紡錘細胞瘤
C809,惡性體質細胞腫瘤
C809,全身轉移
C809,局部侵犯
C809,全身癌
C809,低分化腺癌
C809,惡性轉移性腫瘤
C809,轉移性精細胞瘤
C809,惡性轉移性腺癌
C809,未明示原發性惡性腫瘤
C809,惡性脊索瘤
C809,惡性類癌瘤
C809,轉移性戒環細胞癌
C809,非特定部位之惡性腫瘤
C809,小細胞惡性腫瘤
C809,全身器官轉移
C809,全身器官轉移器官衰竭
C809,小細胞癌
C809,未明示多處部位惡性腫瘤轉移
C809,內臟癌細胞擴散
C809,局部侵氾
C809,惡性囊腺癌
C809,轉移位上皮癌
C809,繼發性腫瘤
C809,惡性組織細胞瘤
C809,附近組織侵犯
C809,表皮鱗狀細胞癌
C809,非小細胞性上皮細胞癌
C809,全身多處轉移
C809,非小細胞惡性腫瘤
C809,吻合處癌症侵犯
C809,非小細胞癌
C809,惡性間質細胞癌
C809,惡性間質細胞瘤
C809,惡性間質性瘤
C809,它處轉移
C809,內分泌神經瘤
C809,惡性腺腫瘤
C809,惡性腺瘤
C809,惡性腺癌
C809,表面漿液性乳突狀癌
C809,末期上皮移行細胞癌
C809,贅瘤
C809,惡性畸胎瘤
C809,惡性腫瘤復發
C809,惡性腫瘤破裂出血
C809,惡性腫瘤破裂
C809,惡性腫瘤局部擴散
C809,惡性腫瘤出血
C809,惡性腫瘤
C809,惡性腫瘤潰爛
C809,巨大母細胞惡性腫瘤
C809,惡性腫瘤轉移
C809,末期癌
C809,遠處轉移
C809,遠端多處轉移
C809,遠端擴散
C809,遠端轉移
C809,間質細胞癌
C809,全身多重轉移
C809,末期癌症
C809,轉移性上皮細胞癌
C809,轉形細胞癌
C809,未明癌
C809,惡性葉狀細胞瘤
C809,未明部位之轉移瘤
C809,轉移性黏液肉瘤
C809,巨狀癌
C809,轉移性癌症
C809,轉移性癌
C809,轉移性默克細胞惡性腫瘤
C809,低度分化鱗狀上皮惡性腫瘤
C809,胚細胞癌
C809,惡性瘤
C809,惡性瘤多處轉移
C809,惡性瘤轉移
C809,巨細胞惡性腫瘤
C809,未明原因轉移癌
C809,未明示轉移癌
C809,瀰漫性轉移
C809,瀰漫性癌轉移
C809,轉移性髓母細胞瘤
C809,轉移性髓質瘤
C809,幹皮細胞癌
C809,底部細胞癌
C809,轉移性鱗狀癌
C809,轉移性鱗狀細胞癌
C809,轉移性鱗狀細胞瘤
C809,浸潤性腺癌
C809,轉移性鱗狀上皮癌
C809,未知轉移性癌症
C809,轉型細胞癌
C809,轉移性鱗狀上皮細胞癌
C809,浸潤性基底細胞癌
C809,轉移
C809,瀰漫性癌
C809,巨大細胞癌
C809,轉移病灶
C809,瀰漫性癌症
C809,未明確部位癌症
C809,轉移性上皮癌
C809,惡性腫瘤遠處
C809,惡性紡綞細胞癌
C809,carcinomatosis
C809,轉移性小細胞癌
C809,惡性原索瘤
C809,廣泛性轉移
C809,廣泛性癌細胞
C809,廣泛性細胞癌
C809,漿液性表皮乳突狀癌
C809,粟粒性癌
C809,惡性附屬器腫瘤
C809,惡性非小細胞癌
C809,轉移性腺癌
C809,轉移性腺瘤
C809,未分化癌
C809,神經性內分泌惡性腫瘤
C809,未分化惡性腫瘤
C809,小圓細胞癌
C809,瀰漫性惡性腫瘤
C809,脊索惡性腫瘤
C809,脊索瘤
C809,脊索癌
C809,轉移性腺狀細胞癌
C809,轉移性腺細胞癌
C809,惡性神經內分泌癌
C809,庫氏腫瘤癌症
C809,分化不良癌
C809,生殖細胞腫瘤
C809,不良性腺癌
C809,生殖細胞瘤
C809,惡性病變
C809,惡性疾病
C809,周邊侵犯
C809,未分化型小細胞癌
C809,核型細胞癌
C809,惡性胚胎瘤
C809,痣癌
C809,未分化型上皮癌
C809,分化不良型惡性神經內分泌腫瘤
C809,散發性腫瘤
C809,未分化性惡性腫瘤
C809,不成熟畸胎癌
C809,轉移性乳突癌
C809,轉移性分化不良癌
C809,未明之惡性腫瘤
C809,活鱗狀細胞癌
C809,散發性癌
C809,廣泛轉移
C809,分化不良惡性腫瘤
C809,轉移性表皮細胞癌
C809,未分化性腺癌
C817,何杰金氏副肉芽腫
C817,何杰金氏肉芽腫
C819,霍金氏病
C819,霍金氏淋巴瘤
C819,霍杰金氏淋巴癌
C819,何杰金氏瘤
C819,惡性淋巴肉芽腫
C819,霍奇金氏淋巴瘤
C819,結節外實體器之何杰金氏病
C819,何杰金氏惡性淋巴癌
C819,何杰金氏惡性淋巴瘤
C819,霍金斯氏淋巴癌
C819,頑固型何杰金氏淋巴癌
C819,何杰氏淋巴瘤
C819,何杰金氏淋巴癌
C819,哈金氏淋巴瘤
C819,何杰金氏病
C819,Hodgkin淋巴瘤
C819,何杰金氏淋巴瘤
C829,腹腔內淋巴結之濾泡型淋巴瘤
C829,濾泡性淋巴瘤
C829,濾泡型淋巴瘤
C829,濾泡性非何杰金氏淋巴瘤
C829,濾泡性淋巴癌
C829,濾泡型惡性淋巴瘤
C830,小淋巴球性淋巴瘤
C830,鼻咽腔淋巴球性腫瘤
C831,被套細胞淋巴癌
C831,被套型淋巴癌
C831,被套細胞淋巴瘤
C833,網狀細胞肉瘤
C833,頑固性瀰漫大細胞淋巴瘤
C833,瀰漫性大B細胞惡性淋巴瘤
C833,胃部瀰漫性大細胞淋巴瘤
C833,瀰漫性巨大B細胞淋巴癌
C833,鼠蹊淋巴結網狀細胞肉瘤
C833,瀰漫性大型B細胞惡性淋巴癌
C833,下肢淋巴結網狀細胞肉瘤
C833,腹腔內淋巴結之瀰漫性巨大B-細胞淋巴瘤
C833,瀰漫性巨大B細胞淋巴瘤
C833,瀰漫性大B細胞瘤
C833,惡性淋巴結網狀細胞瘤
C833,瀰漫性大乙型淋巴瘤
C833,結節外實體器官網狀細胞肉瘤
C833,結節外網狀細胞肉瘤
C833,瀰漫性大形B細胞淋巴癌
C833,軟顎瀰漫大B細胞淋巴瘤
C833,惡性組織球淋巴瘤
C833,瀰漫性大型B細胞淋巴癌
C833,發育不良性大細胞淋巴瘤
C833,瀰漫性大型B細胞淋巴瘤
C833,瀰漫性大B細胞腫瘤
C833,瀰漫性大球B型淋巴癌
C833,廣泛性大型B細胞淋巴瘤
C833,腹腔內淋巴結之網狀細胞肉瘤
C833,淋巴結之瀰漫性大細胞淋巴瘤
C833,濔漫性大B細胞淋巴瘤
C833,胃瀰漫性大型B細胞淋巴癌
C833,淋巴網狀細胞肉芽腫瘤
C833,瀰漫性大B細胞淋巴瘤
C833,結節外實體器官之瀰漫性巨大B-細胞淋巴瘤
C833,ALK陰性退行性大細胞淋巴瘤
C833,瀰漫性大B型細胞淋巴瘤
C833,瀰漫性大B淋巴癌第四期
C833,大細胞淋巴瘤
C833,淋巴結網狀細胞肉瘤
C833,網狀細胞瘤
C833,組織球性淋巴瘤
C833,大細胞B型細胞淋巴瘤
C833,頭臉及頸部淋巴結之網狀細胞肉瘤
C833,瀰漫性大B細胞淋巴癌
C835,惡性芽球性淋巴瘤
C835,淋巴芽球性惡性淋巴瘤
C837,勃奇氏淋巴瘤
C837,布凱特氏淋巴癌
C837,勃氏淋巴瘤
C837,結節外實體部位之勃氏淋巴瘤
C837,勃氏淋巴癌
C837,結節外實體器官部位之BURKITT氏瘤
C837,伯奇氏淋巴瘤
C837,柏基氏惡性淋巴瘤
C837,伯奇氐淋巴瘤
C837,伯基特氏淋巴瘤
C837,伯基特氏淋巴癌
C837,勃氏惡性淋巴瘤
C837,勃吉特氏淋巴瘤
C837,BURKITT氏瘤
C837,勃凱特瘤
C837,Burkitt氏淋巴瘤
C837,勃克氏淋巴瘤
C838,淋巴漿細胞性淋巴瘤
C838,淋巴漿細胞惡性淋巴瘤
C838,漿母細胞淋巴惡性腫瘤
C838,漿母細胞淋巴瘤
C840,蕈狀肉芽腫淋巴癌
C840,腹腔內淋巴結之蕈狀肉芽腫
C840,頭、臉及頸部淋巴結之蕈狀肉芽腫
C840,惡性蕈狀肉芽腫
C844,週邊T細胞淋巴癌
C844,週邊T細胞淋巴瘤
C844,血管免疫母細胞T細胞淋巴瘤
C844,周邊性T細胞淋巴瘤
C845,表皮T細胞淋巴瘤
C845,大腸惡性T細胞淋巴癌
C845,T細胞淋巴惡性腫瘤
C845,惡性皮膚T細胞淋巴癌
C845,T細胞惡性淋巴癌
C845,肝脾T細胞淋巴瘤
C845,T細胞淋巴瘤
C845,T細胞淋巴癌
C845,分化不良型T細胞惡性淋巴瘤
C845,皮膚T細胞淋巴癌
C845,惡性T細胞淋巴瘤
C845,肺T細胞淋巴瘤
C845,食道惡性T細胞淋巴癌
C845,表皮T細胞淋巴癌
C845,皮下組織T細胞淋巴癌
C845,T細胞中膈腔淋巴癌
C845,血管免疫母細胞T細胞淋巴癌
C845,血管性T細胞淋巴瘤
C845,鼻腔T細胞淋巴癌
C845,T細胞惡性淋巴腫瘤
C845,小腸T細胞淋巴癌
C845,惡性T細胞淋巴癌
C845,T細胞惡性淋巴瘤
C845,多部位淋巴結之皮膚T細胞淋巴瘤
C845,T細胞淋巴母細胞淋巴瘤
C845,皮膚T細胞惡性淋巴瘤
C851,B型淋巴瘤
C851,B細胞淋巴癌
C851,腦部惡性B細胞淋巴瘤
C851,十二指腸瀰漫性巨大B細胞淋巴瘤
C851,B型淋巴細胞癌
